BGC_NAME	TAXA_NAME	ACC_ID	PERC_IDENT	COVERAGE	ORGANISM	PHYLUM	Manual_PHYLUM	Manual_ORGANISM
V1.UC35.4__NODE_3322_length_15152_cov_8.69689__15152__lantipeptide__ANTISMASH__0_15152	N/A	N/A	0	0	N/A	N/A		
V1.UC35.4__NODE_4980_length_10448_cov_4.70865__10448__bacteriocin__ANTISMASH__0_10448	N/A	N/A	0	0	N/A	N/A		
V1.UC35.4__NODE_8727_length_5896_cov_5.32238__5896__lantipeptide__ANTISMASH__0_5896	N/A	N/A	0	0	N/A	N/A		
V1.UC36.0__NODE_16_length_222133_cov_4.23028__43059__nrps__ANTISMASH__176842_219901	N/A	N/A	0	0	N/A	N/A		
V1.UC36.0__NODE_1936_length_14668_cov_2.17122__12803__bacteriocin__ANTISMASH__1865_14668	N/A	N/A	0	0	N/A	N/A		
V1.UC36.0__NODE_2610_length_11173_cov_5.91536__11173__nrps__ANTISMASH__0_11173	N/A	N/A	0	0	N/A	N/A		
V1.UC36.0__NODE_3326_length_8928_cov_6.99786__8928__microcin__ANTISMASH__0_8928	N/A	N/A	0	0	N/A	N/A		
V1.UC37.0__NODE_14_length_192823_cov_9.74817__10492__microcin__ANTISMASH__182331_192823	N/A	N/A	0	0	N/A	N/A		
V1.UC37.0__NODE_216_length_53907_cov_3.17355__34815__nrps__ANTISMASH__19092_53907	N/A	N/A	0	0	N/A	N/A		
V1.UC37.0__NODE_1292_length_18011_cov_2.58822__18011__nrps__ANTISMASH__0_18011	N/A	N/A	0	0	N/A	N/A		
V1.UC37.0__NODE_1355_length_17365_cov_8.09076__10975__bacteriocin__ANTISMASH__6390_17365	N/A	N/A	0	0	N/A	N/A		
V1.UC38.0__NODE_47_length_151300_cov_4.25257__43627__arylpolyene__ANTISMASH__77428_121055	N/A	N/A	0	0	N/A	N/A		
V1.UC38.0__NODE_3016_length_10402_cov_1.50333__10402__t2pks__ANTISMASH__0_10402	N/A	N/A	0	0	N/A	N/A		
V1.UC39.0__NODE_349_length_47280_cov_2.19507__34092__lantipeptide__ANTISMASH__13188_47280	N/A	N/A	0	0	N/A	N/A		
V1.UC40.0__NODE_7_length_197690_cov_5.4288__41140__resorcinol__ANTISMASH__146937_188077	N/A	N/A	0	0	N/A	N/A		
V1.UC40.0__NODE_67_length_109100_cov_9.55918__39402__arylpolyene__ANTISMASH__0_39402	N/A	N/A	0	0	N/A	N/A		
V1.UC40.0__NODE_388_length_49667_cov_3.91062__27174__arylpolyene__ANTISMASH__0_27174	N/A	N/A	0	0	N/A	N/A		
V1.UC40.0__NODE_1422_length_20304_cov_4.52593__15088__bacteriocin__ANTISMASH__5216_20304	N/A	N/A	0	0	N/A	N/A		
V1.UC40.0__NODE_1757_length_17161_cov_1.4136__17161__lantipeptide__ANTISMASH__0_17161	N/A	N/A	0	0	N/A	N/A		
V1.UC40.0__NODE_3696_length_8870_cov_4.36676__8870__nrps__ANTISMASH__0_8870	N/A	N/A	0	0	N/A	N/A		
V1.UC4.0__NODE_301_length_33586_cov_4.63201__24552__bacteriocin__ANTISMASH__9034_33586	N/A	N/A	0	0	N/A	N/A		
V1.UC4.0__NODE_977_length_18607_cov_4.62818__18607__nrps__ANTISMASH__0_18607	N/A	N/A	0	0	N/A	N/A		
V1.UC4.0__NODE_990_length_18361_cov_2.56883__18361__nrps__ANTISMASH__0_18361	N/A	N/A	0	0	N/A	N/A		
V1.UC41.0__NODE_1038_length_21452_cov_9.47997__21452__resorcinol__ANTISMASH__0_21452	N/A	N/A	0	0	N/A	N/A		
V1.UC42.0__NODE_7_length_268921_cov_3.5584__69904__nrps-t1pks__ANTISMASH__36550_106454	N/A	N/A	0	0	N/A	N/A		
V1.UC42.0__NODE_97_length_88173_cov_17.7307__42951__nrps__ANTISMASH__18913_61864	N/A	N/A	0	0	N/A	N/A		
V1.UC42.0__NODE_129_length_76522_cov_2.56649__34293__other__ANTISMASH__42229_76522	N/A	N/A	0	0	N/A	N/A		
V1.UC42.0__NODE_3624_length_9668_cov_5.48986__9668__bacteriocin__ANTISMASH__0_9668	N/A	N/A	0	0	N/A	N/A		
V1.UC43.0__NODE_249_length_74328_cov_10.861__47686__arylpolyene__ANTISMASH__12580_60266	N/A	N/A	0	0	N/A	N/A		
V1.UC43.0__NODE_2271_length_18453_cov_2.32563__18453__lantipeptide__ANTISMASH__0_18453	N/A	N/A	0	0	N/A	N/A		
V1.UC43.0__NODE_6440_length_7157_cov_2.74655__7157__bacteriocin__ANTISMASH__0_7157	N/A	N/A	0	0	N/A	N/A		
V1.UC43.0__NODE_6891_length_6672_cov_1.54556__6672__other__ANTISMASH__0_6672	N/A	N/A	0	0	N/A	N/A		
V1.UC44.0__NODE_1487_length_17821_cov_3.3899__17821__resorcinol__ANTISMASH__0_17821	N/A	N/A	0	0	N/A	N/A		
V1.UC44.0__NODE_3842_length_8063_cov_1.44993__8063__resorcinol__ANTISMASH__0_8063	N/A	N/A	0	0	N/A	N/A		
V1.UC45.0__NODE_609_length_31069_cov_3.02051__31069__nrps__ANTISMASH__0_31069	N/A	N/A	0	0	N/A	N/A		
V1.UC45.0__NODE_970_length_21406_cov_2.56283__21406__lantipeptide__ANTISMASH__0_21406	N/A	N/A	0	0	N/A	N/A		
V1.UC45.0__NODE_3282_length_7333_cov_2.75543__7333__lantipeptide__ANTISMASH__0_7333	N/A	N/A	0	0	N/A	N/A		
V1.UC45.0__NODE_4099_length_6043_cov_1.1842__6043__arylpolyene__ANTISMASH__0_6043	N/A	N/A	0	0	N/A	N/A		
V1.UC4.5__NODE_1000_length_37862_cov_10.7748__28931__lantipeptide__ANTISMASH__8931_37862	N/A	N/A	0	0	N/A	N/A		
V1.UC4.5__NODE_1202_length_33681_cov_4.00969__26647__resorcinol__ANTISMASH__7034_33681	N/A	N/A	0	0	N/A	N/A		
V1.UC4.5__NODE_1645_length_27262_cov_18.5874__27262__arylpolyene__ANTISMASH__0_27262	N/A	N/A	0	0	N/A	N/A		
V1.UC4.5__NODE_2969_length_17386_cov_5.3743__17386__nrps__ANTISMASH__0_17386	N/A	N/A	0	0	N/A	N/A		
V1.UC4.5__NODE_4790_length_11143_cov_1.76524__11143__nrps__ANTISMASH__0_11143	N/A	N/A	0	0	N/A	N/A		
V1.UC4.5__NODE_5249_length_10230_cov_5.66644__10230__arylpolyene__ANTISMASH__0_10230	N/A	N/A	0	0	N/A	N/A		
V1.UC4.5__NODE_5325_length_10091_cov_1.94769__10091__arylpolyene__ANTISMASH__0_10091	N/A	N/A	0	0	N/A	N/A		
V1.UC46.0__NODE_462_length_44417_cov_4.28905__22240__lassopeptide__ANTISMASH__7814_30054	N/A	N/A	0	0	N/A	N/A		
V1.UC46.0__NODE_3556_length_11764_cov_6.40866__11764__resorcinol__ANTISMASH__0_11764	N/A	N/A	0	0	N/A	N/A		
V1.UC47.0__NODE_165_length_68678_cov_4.38336__33737__nrps__ANTISMASH__0_33737	N/A	N/A	0	0	N/A	N/A		
V1.UC47.0__NODE_1080_length_24134_cov_1.59201__21073__other__ANTISMASH__0_21073	N/A	N/A	0	0	N/A	N/A		
V1.UC47.0__NODE_1225_length_22182_cov_3.87748__22182__other__ANTISMASH__0_22182	N/A	N/A	0	0	N/A	N/A		
V1.UC47.0__NODE_2830_length_12027_cov_2.40812__12027__lantipeptide__ANTISMASH__0_12027	N/A	N/A	0	0	N/A	N/A		
V1.UC47.0__NODE_5074_length_7317_cov_2.02837__7317__nrps__ANTISMASH__0_7317	N/A	N/A	0	0	N/A	N/A		
V1.UC48.0__NODE_245_length_61474_cov_9.85462__10948__bacteriocin__ANTISMASH__17901_28849	N/A	N/A	0	0	N/A	N/A		
V1.UC48.0__NODE_320_length_55902_cov_6.06813__42820__nrps__ANTISMASH__13082_55902	N/A	N/A	0	0	N/A	N/A		
V1.UC49.0__NODE_655_length_33050_cov_4.85571__33050__nrps__ANTISMASH__0_33050	N/A	N/A	0	0	N/A	N/A		
V1.UC49.0__NODE_1033_length_25195_cov_17.5059__21691__arylpolyene__ANTISMASH__3504_25195	N/A	N/A	0	0	N/A	N/A		
V1.UC49.1__NODE_70_length_156813_cov_6.61046__39461__nrps__ANTISMASH__0_39461	N/A	N/A	0	0	N/A	N/A		
V1.UC49.1__NODE_123_length_123881_cov_17.5067__43726__nrps__ANTISMASH__25588_69314	N/A	N/A	0	0	N/A	N/A		
V1.UC49.1__NODE_148_length_113554_cov_4.51711__55634__nrps__ANTISMASH__54341_109975	N/A	N/A	0	0	N/A	N/A		
V1.UC49.1__NODE_907_length_38752_cov_5.45184__38752__nrps__ANTISMASH__0_38752	N/A	N/A	0	0	N/A	N/A		
V1.UC49.1__NODE_980_length_36750_cov_7.25461__36401__other__ANTISMASH__349_36750	N/A	N/A	0	0	N/A	N/A		
V1.UC49.1__NODE_2482_length_16351_cov_2.71576__16351__arylpolyene__ANTISMASH__0_16351	N/A	N/A	0	0	N/A	N/A		
V1.UC49.1__NODE_3578_length_11276_cov_2.48472__11276__nrps__ANTISMASH__0_11276	N/A	N/A	0	0	N/A	N/A		
V1.UC49.1__NODE_3628_length_11122_cov_2.37318__11122__nrps__ANTISMASH__0_11122	N/A	N/A	0	0	N/A	N/A		
V1.UC49.1__NODE_4270_length_9298_cov_1.66483__9298__arylpolyene__ANTISMASH__0_9298	N/A	N/A	0	0	N/A	N/A		
V1.UC50.1__NODE_286_length_63962_cov_28.7727__44154__arylpolyene__ANTISMASH__0_44154	N/A	N/A	0	0	N/A	N/A		
V1.UC50.1__NODE_291_length_62821_cov_6.03392__61264__nrps__ANTISMASH__1557_62821	N/A	N/A	0	0	N/A	N/A		
V1.UC50.1__NODE_1347_length_24394_cov_3.74539__24394__other__ANTISMASH__0_24394	N/A	N/A	0	0	N/A	N/A		
V1.UC50.1__NODE_1472_length_22711_cov_3.60011__18049__lantipeptide__ANTISMASH__4662_22711	N/A	N/A	0	0	N/A	N/A		
V1.UC50.1__NODE_4278_length_9483_cov_2.95789__9483__nrps__ANTISMASH__0_9483	N/A	N/A	0	0	N/A	N/A		
V1.UC50.1__NODE_5110_length_8067_cov_1.79955__8067__nrps__ANTISMASH__0_8067	N/A	N/A	0	0	N/A	N/A		
V1.UC50.1__NODE_6211_length_6677_cov_2.63938__6677__nrps__ANTISMASH__0_6677	N/A	N/A	0	0	N/A	N/A		
V1.UC5.0__NODE_5234_length_5442_cov_1.49861__5442__nrps__ANTISMASH__0_5442	N/A	N/A	0	0	N/A	N/A		
V1.UC51.0__NODE_3136_length_9976_cov_5.63643__9976__hserlactone__ANTISMASH__0_9976	N/A	N/A	0	0	N/A	N/A		
V1.UC51.4__NODE_227_length_63206_cov_4.24081__48936__nrps__ANTISMASH__0_48936	N/A	N/A	0	0	N/A	N/A		
V1.UC51.4__NODE_1814_length_18564_cov_3.45108__18564__other__ANTISMASH__0_18564	N/A	N/A	0	0	N/A	N/A		
V1.UC52.0__NODE_396_length_45082_cov_11.8857__23700__bacteriocin__ANTISMASH__21382_45082	N/A	N/A	0	0	N/A	N/A		
V1.UC52.0__NODE_1350_length_21860_cov_2.35538__21860__nrps__ANTISMASH__0_21860	N/A	N/A	0	0	N/A	N/A		
V1.UC52.0__NODE_4707_length_8186_cov_5.00332__8186__terpene__ANTISMASH__0_8186	N/A	N/A	0	0	N/A	N/A		
V1.UC52.1__NODE_1_length_435892_cov_13.1268__10318__bacteriocin__ANTISMASH__26278_36596	N/A	N/A	0	0	N/A	N/A		
V1.UC52.1__NODE_309_length_63570_cov_6.1517__21694__terpene__ANTISMASH__16946_38640	N/A	N/A	0	0	N/A	N/A		
V1.UC52.1__NODE_2567_length_16180_cov_2.65501__6750__bacteriocin__ANTISMASH__9430_16180	N/A	N/A	0	0	N/A	N/A		
V1.UC52.1__NODE_4925_length_9379_cov_3.29794__9379__bacteriocin__ANTISMASH__0_9379	N/A	N/A	0	0	N/A	N/A		
V1.UC52.1__NODE_6135_length_7681_cov_2.82455__7681__bacteriocin__ANTISMASH__0_7681	N/A	N/A	0	0	N/A	N/A		
V1.UC53.0__NODE_167_length_69693_cov_6.58503__43358__arylpolyene__ANTISMASH__4123_47481	N/A	N/A	0	0	N/A	N/A		
V1.UC53.0__NODE_3203_length_11936_cov_6.42143__11936__lantipeptide__ANTISMASH__0_11936	N/A	N/A	0	0	N/A	N/A		
V1.UC53.0__NODE_3299_length_11584_cov_3.24712__11584__bacteriocin__ANTISMASH__0_11584	N/A	N/A	0	0	N/A	N/A		
V1.UC53.0__NODE_4191_length_9420_cov_4.43374__9420__nrps__ANTISMASH__0_9420	N/A	N/A	0	0	N/A	N/A		
V1.UC53.4__NODE_127_length_60146_cov_3.19251__32237__nrps__ANTISMASH__27909_60146	N/A	N/A	0	0	N/A	N/A		
V1.UC53.4__NODE_488_length_31560_cov_5.67386__28910__arylpolyene__ANTISMASH__2650_31560	N/A	N/A	0	0	N/A	N/A		
V1.UC53.4__NODE_5631_length_5378_cov_196.093__5378__arylpolyene__ANTISMASH__0_5378	N/A	N/A	0	0	N/A	N/A		
V1.UC5.3__NODE_695_length_47782_cov_4.43657__22861__other__ANTISMASH__24921_47782	N/A	N/A	0	0	N/A	N/A		
V1.UC5.3__NODE_744_length_45534_cov_2.91706__22931__lantipeptide__ANTISMASH__8359_31290	N/A	N/A	0	0	N/A	N/A		
V1.UC5.3__NODE_9784_length_5328_cov_2.80713__5328__nrps__ANTISMASH__0_5328	N/A	N/A	0	0	N/A	N/A		
V1.UC54.0__NODE_139_length_105693_cov_4.19711__12301__lantipeptide__ANTISMASH__0_12301	N/A	N/A	0	0	N/A	N/A		
V1.UC54.0__NODE_299_length_76432_cov_12.8158__43848__other__ANTISMASH__32584_76432	N/A	N/A	0	0	N/A	N/A		
V1.UC54.0__NODE_4360_length_12733_cov_2.7946__7756__bacteriocin__ANTISMASH__4977_12733	N/A	N/A	0	0	N/A	N/A		
V1.UC55.0__NODE_120_length_117028_cov_26.7167__22853__lantipeptide__ANTISMASH__65790_88643	N/A	N/A	0	0	N/A	N/A		
V1.UC55.0__NODE_187_length_98541_cov_9.14563__47600__nrps-ladderane__ANTISMASH__0_47600	N/A	N/A	0	0	N/A	N/A		
V1.UC55.0__NODE_306_length_77262_cov_5.08463__51526__nrps__ANTISMASH__25736_77262	N/A	N/A	0	0	N/A	N/A		
V1.UC55.0__NODE_446_length_65048_cov_3.10812__30098__nrps__ANTISMASH__34950_65048	N/A	N/A	0	0	N/A	N/A		
V1.UC55.0__NODE_645_length_52850_cov_6.31664__45787__nrps__ANTISMASH__7063_52850	N/A	N/A	0	0	N/A	N/A		
V1.UC55.0__NODE_676_length_51375_cov_6.44388__23606__lantipeptide__ANTISMASH__27769_51375	N/A	N/A	0	0	N/A	N/A		
V1.UC55.0__NODE_3541_length_13591_cov_33.0346__13591__bacteriocin__ANTISMASH__0_13591	N/A	N/A	0	0	N/A	N/A		
V1.UC55.0__NODE_6397_length_7599_cov_2.36072__7599__nrps__ANTISMASH__0_7599	N/A	N/A	0	0	N/A	N/A		
V1.UC55.4__NODE_4_length_453528_cov_8.44019__22700__lantipeptide__ANTISMASH__380667_403367	N/A	N/A	0	0	N/A	N/A		
V1.UC55.4__NODE_541_length_62066_cov_3.10285__54884__nrps-t1pks__ANTISMASH__0_54884	N/A	N/A	0	0	N/A	N/A		
V1.UC55.4__NODE_1536_length_32221_cov_5.91283__32221__nrps__ANTISMASH__0_32221	N/A	N/A	0	0	N/A	N/A		
V1.UC55.4__NODE_1865_length_27691_cov_7.17441__14919__lantipeptide__ANTISMASH__12772_27691	N/A	N/A	0	0	N/A	N/A		
V1.UC56.0__NODE_114_length_75044_cov_5.5023__49091__nrps__ANTISMASH__25953_75044	N/A	N/A	0	0	N/A	N/A		
V1.UC56.0__NODE_263_length_42781_cov_4.52212__22829__lantipeptide__ANTISMASH__5414_28243	N/A	N/A	0	0	N/A	N/A		
V1.UC57.0__NODE_4_length_145066_cov_6.88561__43646__arylpolyene__ANTISMASH__32123_75769	N/A	N/A	0	0	N/A	N/A		
V1.UC57.0__NODE_265_length_41682_cov_3.26171__21764__amglyccycl__ANTISMASH__4814_26578	N/A	N/A	0	0	N/A	N/A		
V1.UC57.0__NODE_526_length_30686_cov_3.98273__27496__nrps__ANTISMASH__3190_30686	N/A	N/A	0	0	N/A	N/A		
V1.UC57.0__NODE_1265_length_18401_cov_3.43459__10343__bacteriocin__ANTISMASH__8058_18401	N/A	N/A	0	0	N/A	N/A		
V1.UC58.0__NODE_832_length_28573_cov_3.7611__28573__nrps__ANTISMASH__0_28573	N/A	N/A	0	0	N/A	N/A		
V1.UC58.0__NODE_3069_length_11685_cov_4.12717__11685__arylpolyene__ANTISMASH__0_11685	N/A	N/A	0	0	N/A	N/A		
V1.UC62.0__NODE_73_length_130004_cov_11.0735__44341__nrps__ANTISMASH__4183_48524	N/A	N/A	0	0	N/A	N/A		
V1.UC62.0__NODE_383_length_65807_cov_10.8289__43303__nrps__ANTISMASH__0_43303	N/A	N/A	0	0	N/A	N/A		
V1.UC62.0__NODE_2107_length_19098_cov_11.6675__19098__resorcinol__ANTISMASH__0_19098	N/A	N/A	0	0	N/A	N/A		
V1.UC62.0__NODE_2381_length_16998_cov_3.90916__14919__lantipeptide__ANTISMASH__2079_16998	N/A	N/A	0	0	N/A	N/A		
V1.UC62.0__NODE_4713_length_8599_cov_1.84925__8599__nrps__ANTISMASH__0_8599	N/A	N/A	0	0	N/A	N/A		
V1.UC9.0__NODE_2_length_137022_cov_1.97144__18483__lantipeptide__ANTISMASH__0_18483	N/A	N/A	0	0	N/A	N/A		
V1.UC9.0__NODE_6_length_80831_cov_1.98712__44248__nrps__ANTISMASH__3056_47304	N/A	N/A	0	0	N/A	N/A		
